Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
21.73,20.3566666666667,474.0,812.666666666667,0.0032678334790974,1
20.6,22.2,0.0,451.6,0.0033252058118989,0
20.6,33.895,419.0,525.75,0.0050912686487399,1
20.7,22.5,0.0,459.75,0.0033913353879516,0
22.76,26.8233333333333,439.0,983.333333333333,0.0045943146206481,1
19.65,19.445,0.0,450.5,0.0027437030580148,0
20.39,22.0,0.0,433.0,0.0032524439317057,0
22.4725,17.365,123.0,443.0,0.0029149900482876,0
19.5,30.5,0.0,439.0,0.0042740831504546,0
20.6333333333333,19.3233333333333,0.0,523.666666666667,0.0028983010082725,0
22.1,21.445,475.25,901.75,0.0035226073082043,1
21.6,26.15,538.0,871.0,0.0041706030151391,1
20.6,22.2675,0.0,454.0,0.0033353704504199,0
20.8233333333333,19.6666666666667,433.0,591.0,0.0029849368348218,1
23.79,26.125,740.5,1122.5,0.0047632311174623,1
20.1,18.89,0.0,439.5,0.0027407960440997,0
23.29,25.89,561.0,912.0,0.0045788833710267,1
21.34,20.995,449.5,801.25,0.0032909157175633,1
20.39,18.7,0.0,435.5,0.0027624106412118,0
20.7,24.5,0.0,463.75,0.0036945779980858,0
20.39,33.0,0.0,500.5,0.0048914546290098,0
21.0,23.8233333333333,0.0,444.666666666667,0.0036592715081668,0
21.5,19.315,546.0,647.0,0.003056258244461,0
22.7,17.1,151.0,441.5,0.002910414429973,0
21.175,19.4425,0.0,499.25,0.0030155440918156,0
21.7,20.495,521.5,813.0,0.003284097220085,1
21.2,25.1,0.0,440.5,0.0039045501690233,0
20.15,21.245,0.0,450.0,0.0030937884708154,0
20.39,18.7,0.0,430.0,0.0027624106412118,0
21.0,25.0,0.0,439.5,0.0038411240057139,0
19.5,27.1,0.0,457.0,0.0037947212037972,0
19.2,31.1,6.0,431.5,0.0042775454904768,0
20.5,21.29,0.0,444.5,0.003168498916587,0
23.2,29.2,464.0,1192.0,0.0051408888503685,1
21.2,25.29,0.0,466.5,0.003934293475653,0
20.29,33.0,0.0,448.666666666667,0.004861092042156,0
23.1,27.1666666666667,419.0,683.5,0.0047511187556095,1
19.2,27.6,0.0,429.0,0.0037932139445365,0
22.5,24.912,419.0,814.2,0.0041974644903524,0
20.29,33.0,0.0,488.0,0.004861092042156,0
22.65,17.6,358.0,458.75,0.0029868043687297,0
23.272,25.772,594.8,889.4,0.0045528720815424,1
20.05,18.7,0.0,433.5,0.0027046865549194,0
22.2,27.7,543.0,1133.0,0.0045856554548242,1
19.245,31.7,0.0,431.0,0.00437298087859,0
20.6,22.2225,0.0,451.25,0.0033285939880228,0
21.79,21.8175,460.0,959.0,0.0035166032524845,1
20.89,23.6333333333333,0.0,441.666666666667,0.0036053040382247,0
19.79,19.0,0.0,436.0,0.0027041433088701,0
21.4175,33.87,484.0,1202.75,0.0053519006256888,1
22.39,24.7170833333333,419.0,772.925,0.0041364644217209,1
19.65,30.15,50.0,427.0,0.004264542160789,0
20.1,23.39,0.0,439.0,0.0033972781257103,0
19.79,19.29,0.0,442.0,0.0027455992636237,0
20.5,21.0,0.0,455.0,0.0031251226202272,0
20.39,21.89,0.0,437.666666666667,0.0032360971041341,0
19.745,19.29,0.0,443.5,0.0027379091629172,0
20.34,18.7,0.0,433.5,0.0027538543961759,0
20.6,22.2,0.0,444.333333333333,0.0033252058118989,0
19.445,26.795,0.0,466.5,0.0037388661811124,0
21.2,27.7,0.0,765.25,0.004311809318306,0
22.1,26.075,489.5,1003.25,0.0042883857669082,1
19.39,25.945,0.0,464.5,0.0036071325767452,0
20.0,18.7,0.0,435.0,0.0026962878914887,0
19.5,30.0,0.0,437.0,0.0042035426936895,0
20.5,19.39,0.0,432.5,0.0028844188156068,0
20.7,22.29,0.0,455.0,0.0033595119647966,0
19.245,30.55,6.0,437.0,0.0042132650220906,0
21.2,25.39,0.0,475.0,0.0039499489830239,0
21.0,20.815,437.25,752.25,0.0031948171450511,1
20.1,33.0,0.0,442.0,0.0048038617191859,0
20.29,22.625,0.0,440.5,0.0033246253263148,0
21.315,20.865,469.0,825.0,0.0032653958936519,1
22.1,26.6,459.0,1036.5,0.0043753364696961,0
21.2225,33.145,495.25,1404.75,0.0051736215027851,1
20.89,24.89,0.0,550.0,0.0037981812511967,0
20.29,32.9,0.0,456.0,0.0048462466884512,0
19.5,27.6,0.0,445.666666666667,0.0038651695797575,0
21.5,33.595,464.0,1464.25,0.0053351978362271,1
19.2,27.6,0.0,434.0,0.0037932139445365,0
20.39,18.7,0.0,429.0,0.0027624106412118,0
23.39,28.2,451.6,1078.6,0.0050211721163507,1
22.175,24.39,433.0,900.5,0.0040279624940251,1
20.39,22.1,0.0,440.0,0.0032673054258099,0
19.39,26.29,0.0,461.75,0.003655379799958,0
22.7,30.945,433.0,1338.25,0.0052868579050532,1
19.2,30.7,10.5,427.0,0.0042221553734029,0
20.39,19.245,0.0,476.0,0.0028432874223142,0
20.89,24.39,0.0,439.5,0.0037214254101758,0
20.4633333333333,26.23,69.0,421.666666666667,0.0038994280665071,0
20.79,24.9725,0.0,520.5,0.003787323924077,0
20.89,25.315,0.0,567.25,0.0038634385234295,0
20.0666666666667,24.4633333333333,0.0,439.333333333333,0.0035466971435231,0
20.79,22.6,0.0,469.25,0.0034255294987624,0
21.2,25.2,0.0,456.0,0.0039202041885661,0
20.15,23.29,0.0,441.5,0.0033932147916362,0
21.15,18.6,265.5,461.0,0.0028798220574645,0
19.79,19.05,0.0,441.0,0.0027112904947567,0
23.025,17.365,306.75,447.25,0.0030148021168416,0
19.39,27.39,0.0,422.5,0.0038092612279417,0
20.7,24.5,0.0,462.666666666667,0.0036945779980858,0
21.125,18.7,253.0,461.5,0.0028909151763711,0
20.2,18.5,0.0,434.0,0.0027006959992577,0
20.6,22.1,0.0,446.333333333333,0.0033101476955541,0
20.39,18.65,0.0,433.0,0.00275499180153,0
20.865,24.8925,0.0,545.5,0.0037926911799746,0
19.29,31.1,0.0,441.0,0.0043017661197206,0
21.2,25.5,0.0,467.333333333333,0.0039671709456754,0
20.89,22.84,0.0,481.5,0.0034836019134338,0
21.945,37.425,444.0,1748.0,0.0061149191877513,1
19.5,27.6,0.0,449.0,0.0038651695797575,0
22.0,20.92,477.0,858.25,0.0034148922493951,1
19.445,26.745,0.0,464.5,0.0037318475237852,0
20.29,26.2,85.6666666666667,418.666666666667,0.0038532071982278,0
23.6,27.8042857142857,480.142857142857,1030.42857142857,0.0050137458446678,1
20.912,25.39,435.0,690.4,0.0038802363183598,1
21.1,25.39,0.0,445.0,0.0039256190724371,0
20.39,21.6,0.0,434.0,0.0031930050192438,0
23.1,27.1,419.0,691.0,0.0047393707305206,1
19.29,26.89,0.0,465.333333333333,0.003715958052468,0
19.3566666666667,26.73,0.0,472.333333333333,0.0037091733317683,0
21.89,37.0675,444.0,1707.5,0.0060354455683989,1
21.745,35.475,474.5,1453.0,0.0057223620782259,1
19.39,27.1,0.0,467.5,0.0037686851408931,0
20.2,32.9,0.0,450.0,0.0048191465636018,0
21.7,20.075,44.0,754.75,0.0032164488427715,0
20.6,27.0475,151.5,423.75,0.0040560186779695,0
19.7,19.5,0.0,447.0,0.0027600925770484,0
21.5,25.89,0.0,491.666666666667,0.0041034997331217,0
22.79,25.456,679.4,954.6,0.0043664673019551,1
21.7,28.0725,474.0,1076.75,0.0045071061955078,1
20.29,22.745,0.0,439.5,0.0033423534521686,0
21.2,23.7,0.0,561.4,0.0036854760818385,0
19.2,31.2,0.0,431.5,0.0042913945508178,0
19.5,27.6,0.0,448.5,0.0038651695797575,0
22.245,27.245,0.0,591.0,0.0045222499936474,0
21.5,19.4175,500.25,655.25,0.0030725571802395,1
23.39,28.3233333333333,464.0,1086.0,0.0050433103834894,1
21.245,27.745,0.0,770.75,0.0043308881673484,0
21.89,25.2,497.0,895.5,0.0040904349977093,1
22.1,38.845,433.0,2000.25,0.0064102289660042,1
22.05,20.05,557.25,773.75,0.0032821756447241,1
22.6,25.0666666666667,428.333333333333,849.333333333333,0.0042496103546815,0
21.1,20.245,0.0,542.5,0.0031261381465169,0
20.4633333333333,33.3633333333333,0.0,621.666666666667,0.0049683608131327,0
19.89,26.5,30.75,422.5,0.0038017001559394,0
22.365,24.9725,0.0,780.75,0.0041731034537826,0
21.2,27.0,0.0,703.75,0.0042021104973007,0
21.7,26.7,0.0,520.0,0.0042852299346037,0
21.0,35.65,433.0,719.0,0.0054918905554738,1
21.2,21.0666666666667,449.333333333333,789.666666666667,0.003273823398606,1
19.29,27.29,0.0,426.5,0.0037715696582425,0
19.39,26.84,0.0,459.0,0.0037323110532375,0
21.945,37.4,444.0,1762.5,0.0061107942747442,1
19.39,27.2,0.0,424.0,0.0037826763006657,0
22.075,26.2225,454.0,1026.5,0.004306199537772,1
19.39,31.0,0.0,434.0,0.0043148043645168,0
20.7225,22.6,0.0,461.75,0.0034112415165962,0
23.1,17.0,252.0,447.666666666667,0.0029646181711294,0
19.7,19.39,0.0,447.0,0.0027444541255403,0
22.2,17.7,105.0,441.25,0.0029224061017519,0
19.39,31.2,0.0,437.0,0.0043428361745283,0
19.5,27.4266666666667,0.0,451.333333333333,0.0038407456799519,0
21.745,21.675,460.0,917.25,0.0034838587812776,1
22.2,21.445,509.0,904.5,0.0035442577341901,1
20.7,25.1,0.0,491.25,0.0037856081341577,0
20.39,22.4633333333333,0.0,439.333333333333,0.0033213081348303,0
20.2,18.5,0.0,427.0,0.0027006959992577,0
20.5,33.4,0.0,627.0,0.004985222965902,0
20.2,18.89,0.0,440.5,0.0027578820280988,0
21.6,18.575,55.0,440.5,0.0029567408672827,0
19.7,19.3566666666667,0.0,445.0,0.002739715355406,0
20.64,22.236,0.0,454.0,0.00333889431704,0
19.79,19.29,0.0,439.0,0.0027455992636237,0
21.0,35.86,433.0,771.333333333333,0.0055245284365577,1
20.5,33.09,0.0,583.0,0.0049385855553457,0
20.89,23.39,0.0,450.0,0.0035679702001512,0
21.1,25.39,0.0,451.0,0.0039256190724371,0
22.89,30.675,454.0,1356.0,0.0053015708258811,1
20.1,33.09,0.0,445.0,0.0048170646240456,0
20.7,25.1,0.0,505.5,0.0037856081341577,0
22.5,27.745,449.5,1097.0,0.0046783916961497,1
19.6666666666667,29.1,0.0,440.666666666667,0.0041193332589133,0
20.1,18.89,0.0,443.5,0.0027407960440997,0
20.29,22.7,0.0,436.333333333333,0.0033357052871784,0
21.55,23.5,0.0,745.5,0.0037339041128332,0
21.1,26.5,0.0,643.75,0.004098370092864,0
23.1,29.5,463.0,1219.6,0.0051625772841293,1
21.65,26.65,0.0,514.0,0.0042640030849451,0
19.3233333333333,31.29,0.0,431.0,0.0043372869427569,0
22.075,26.2925,454.0,1006.25,0.0043177745763776,1
20.2,18.79,0.0,434.0,0.0027432179456979,0
21.2,26.89,0.0,692.333333333333,0.0041848756048216,0
20.89,23.29,0.0,446.0,0.003552628818805,0
20.2,26.175,56.5,419.0,0.003828015378175,0
20.79,24.89,0.0,520.75,0.0037747360607463,0
21.0,23.29,0.0,520.75,0.0035768802490343,0
20.625,25.1,0.0,497.25,0.0037680452050206,0
22.39,17.34,138.0,436.0,0.002896143069117,0
20.2,21.29,0.0,446.5,0.0031100266408711,0
20.625,24.4175,0.0,464.5,0.0036649836944551,0
23.1166666666667,28.945,444.0,1160.0,0.0050698094671644,1
19.5,27.0,0.0,456.0,0.0037806334317097,0
21.245,32.925,474.5,1126.5,0.0051461561371914,1
19.2,31.39,0.0,432.0,0.0043177094529651,0
20.29,33.0,0.0,471.5,0.004861092042156,0
22.4175,24.7475,419.0,796.75,0.0041485663655058,0
21.218,23.81,0.0,579.4,0.0037068003102317,0
22.0333333333333,37.5966666666667,0.0,1774.0,0.0061767671897627,0
20.05,24.245,0.0,442.0,0.003511218557562,0
21.2,19.29,0.0,491.0,0.0029963939836547,0
21.245,25.2,0.0,465.0,0.0039311126614506,0
22.7,31.1666666666667,441.0,1365.33333333333,0.0053250531930487,1
19.29,31.1,0.0,442.0,0.0043017661197206,0
21.29,23.865,422.5,650.75,0.0037319602121481,1
20.84,25.34,442.5,673.5,0.0038553241537889,1
19.79,19.29,0.0,438.5,0.0027455992636237,0
19.945,18.84,0.0,440.0,0.0027072805875614,0
23.445,28.125,454.75,1059.5,0.0050244911474795,1
20.05,18.84,0.0,442.5,0.0027250242573721,0
19.89,26.7,0.0,438.75,0.0038305689319086,0
22.39,26.34,444.0,1061.5,0.0044099891414568,1
22.2,21.7675,509.0,915.25,0.0035978662567398,1
20.9633333333333,18.79,204.333333333333,460.333333333333,0.0028760465611868,0
20.7,24.754,0.0,483.0,0.0037331108562227,0
20.55,22.245,0.0,446.5,0.003321669089444,0
19.29,30.9175,30.75,434.0,0.0042763490838978,0
20.39,21.76,0.0,439.333333333333,0.0032167792280588,0
21.7,20.5,479.0,813.25,0.0032849026460851,0
22.2,27.7,548.0,1144.0,0.0045856554548242,1
20.05,26.29,55.0,418.5,0.0038091940469071,0
22.2,27.79,538.0,1166.0,0.0046006648996179,1
21.7,20.5,479.0,831.0,0.0032849026460851,1
19.39,30.55,0.0,441.5,0.0042517419650104,0
22.445,26.9,456.0,1064.0,0.004519624644451,1
22.675,30.7225,433.0,1298.66666666667,0.0052405011576986,1
23.1,17.0666666666667,266.0,446.333333333333,0.0029762997554859,0
20.89,25.35,429.0,683.0,0.0038688132582931,1
20.66,24.216,412.2,535.8,0.0036424578592386,1
22.39,26.045,429.0,1046.0,0.0043602523722281,1
22.29,27.34,0.0,613.5,0.0045506727766926,0
22.2225,25.99,444.0,781.5,0.0043065502016129,1
21.89,36.76,453.0,1661.66666666667,0.0059848957063279,1
22.5,27.0666666666667,479.0,1068.0,0.0045631712668544,1
20.575,22.2675,0.0,443.75,0.003330205099058,0
20.65,27.0,201.5,422.0,0.0040614299177234,0
19.29,27.745,0.0,438.0,0.0038348398784442,0
22.1,27.2,0.0,564.333333333333,0.0044747382697237,0
19.6,19.29,0.0,451.0,0.0027132587804371,0
19.89,26.29,0.0,438.0,0.0037713908074747,0
21.075,24.89,444.0,745.0,0.0038418934925125,1
20.7,20.39,0.0,455.0,0.0030717328982604,0
20.865,19.7225,433.0,596.75,0.0030011747067801,1
22.5,26.9725,465.25,1068.75,0.0045471796422343,1
21.6,26.5,0.0,515.0,0.0042268030352749,0
21.4175,18.5,288.25,461.5,0.0029118709868126,0
22.7,26.34,444.0,948.0,0.0044944229761162,1
21.29,25.7,0.0,473.5,0.0040207687259132,0
20.89,24.9725,0.0,558.5,0.0038108477748898,0
20.39,22.5,0.0,431.333333333333,0.0033267584676934,0
20.89,19.72,419.0,575.25,0.0030054340074822,1
22.54,25.14,421.8,845.6,0.0042465196948245,0
20.6,24.0333333333333,0.0,457.0,0.0036013998618767,0
20.89,19.945,0.0,469.5,0.0030398928079983,0
20.7,18.89,1546.33333333333,455.333333333333,0.0028447259208651,0
21.29,27.79,0.0,803.666666666667,0.0043500363108544,0
19.7,19.5,0.0,454.0,0.0027600925770484,0
22.39,17.7,338.0,453.666666666667,0.0029565564114779,0
19.39,26.1,0.0,465.5,0.0036288079448337,0
19.3233333333333,26.0333333333333,0.0,469.0,0.0036044076594393,0
20.1,33.09,0.0,447.5,0.0048170646240456,0
22.39,28.2,490.25,1051.0,0.004723765683591,1
19.6,19.5,7.0,450.75,0.0027429268471823,0
21.39,33.09,13.0,1222.0,0.0052187389692463,0
20.6,24.175,0.0,462.5,0.0036227522845972,0
22.1,38.8633333333333,442.333333333333,1995.33333333333,0.0064132855393714,1
20.79,20.29,0.0,457.0,0.0030736677379089,0
20.76,22.5666666666667,0.0,465.333333333333,0.0034141020802041,0
20.55,20.89,0.0,446.0,0.0031183233419541,0
19.39,30.945,0.0,438.5,0.0043070960566371,0
19.29,26.79,0.0,464.5,0.0037020566954088,0
20.5,19.34,0.0,489.5,0.0028769465098721,0
21.7,19.12,559.5,632.25,0.0030626837857422,1
19.55,29.945,0.0,442.0,0.0042089359418182,0
19.39,31.0,0.0,438.333333333333,0.0043148043645168,0
20.79,25.0,0.0,529.75,0.0037915199910604,0
19.7,28.7,0.0,437.5,0.0040708126119972,0
21.745,27.0,0.0,529.0,0.004345734782707,0
21.2,25.6,0.0,469.0,0.0039828280977347,0
21.365,24.2225,441.75,746.25,0.0038057728697498,1
21.0,23.29,0.0,521.0,0.0035768802490343,0
20.1,33.09,0.0,447.5,0.0048170646240456,0
21.79,21.7,441.0,910.0,0.0034975577914952,1
20.6,22.29,0.0,447.333333333333,0.0033387587366944,0
21.89,28.5,511.333333333333,1189.66666666667,0.0046300745142748,1
19.39,27.1,0.0,467.5,0.0037686851408931,0
20.1,26.29,34.6666666666667,422.333333333333,0.0038210759073623,0
20.34,33.0,0.0,483.666666666667,0.0048762524487232,0
21.1,23.6,0.0,553.0,0.0036472393272515,0
19.5,30.0333333333333,0.0,436.666666666667,0.0042082448964272,0
21.315,21.2675,460.0,844.5,0.0033287247043079,1
22.89,30.34,464.0,1312.75,0.0052431846044822,1
20.89,25.6,0.0,576.5,0.0039072069063924,0
20.6,19.3566666666667,0.0,525.0,0.0028973360243515,0
19.5,26.6,0.0,472.0,0.0037242886856138,0
21.575,33.79,479.0,1385.25,0.0053913412847937,1
22.525,26.1,33.5,949.5,0.0044057826415875,0
20.5,33.59,0.0,663.0,0.0050138106150364,0
20.89,22.79,0.0,477.333333333333,0.0034759331976165,0
20.0,24.445,0.0,445.0,0.0035293396542768,0
22.1,21.6,499.0,893.333333333333,0.0035482132222091,1
22.1,26.245,461.5,1002.5,0.004316538589618,1
22.1,37.9333333333333,428.333333333333,1830.0,0.0062582714020152,1
21.0,25.89,0.0,596.333333333333,0.0039787427297287,0
20.29,32.9,0.0,453.333333333333,0.0048462466884512,0
21.0,23.29,0.0,509.333333333333,0.0035768802490343,0
20.7,24.5,0.0,469.75,0.0036945779980858,0
20.6333333333333,31.26,447.0,1018.0,0.0047022130272374,1
20.89,36.09,0.0,1243.0,0.0055224608991234,0
20.87,24.934,0.0,551.6,0.0038002289763746,0
23.29,28.236,481.6,1116.0,0.0049971283212675,1
20.89,20.2,0.0,457.0,0.0030789507089225,0
21.5,25.84,0.0,490.0,0.0040955226782985,0
21.0,19.79,0.0,472.0,0.0030367256130464,0
20.89,23.0,0.0,485.0,0.0035081430677697,0
19.39,26.89,0.0,459.666666666667,0.0037393057416832,0
21.29,25.2,0.0,456.0,0.003942047886573,0
19.29,26.89,0.0,466.5,0.003715958052468,0
22.7,30.7675,426.0,1292.5,0.0052562763095809,1
20.89,23.39,0.0,448.0,0.0035679702001512,0
19.315,30.6,18.5,432.25,0.0042387747495589,0
19.23,31.1333333333333,14.0,430.666666666667,0.0042902306562674,0
19.79,19.29,0.0,442.5,0.0027455992636237,0
21.2675,21.0,460.0,794.5,0.0032770241114015,1
20.0,18.7,0.0,437.0,0.0026962878914887,0
21.0,26.0,0.0,601.0,0.0039957559880805,0
19.7,19.39,0.0,444.0,0.0027444541255403,0
20.7225,22.34,0.0,451.25,0.0033717844063245,0
20.7,27.6,209.0,425.0,0.0041651856472745,0
21.9816666666667,28.29,528.0,1189.5,0.0046216789193868,1
20.7,24.9725,0.0,478.75,0.0037662620140674,0
19.39,27.39,0.0,444.0,0.0038092612279417,0
21.2,27.29,0.0,738.25,0.0042475524890909,0
19.39,26.89,0.0,472.0,0.0037393057416832,0
20.315,19.245,413.0,488.666666666667,0.0028300846032122,1
20.945,20.55,447.0,707.5,0.0031432363002499,1
20.2,18.6,0.0,431.0,0.0027153580855378,0
19.4725,27.0,24.0,423.25,0.0037741339463885,0
19.39,27.1,0.0,470.0,0.0037686851408931,0
20.8233333333333,22.73,0.0,470.666666666667,0.0034524593868991,0
20.5,18.945,0.0,425.0,0.0028179215763904,0
21.2,19.2,31.0,435.666666666667,0.002982346887216,0
19.445,27.445,0.0,441.5,0.0038301230566418,0
19.39,27.1,0.0,466.0,0.0037686851408931,0
20.718,22.52,0.0,457.4,0.0033981530763599,0
20.525,24.0,414.6,506.2,0.0035796831529506,1
19.29,31.0,29.3333333333333,431.0,0.0042878387212972,0
20.39,19.1,0.0,463.333333333333,0.0028217677022694,0
20.34,33.0,0.0,489.5,0.0048762524487232,0
20.1,24.2,0.0,443.0,0.0035155914492964,0
20.7,24.65,0.0,482.75,0.0037173330491887,0
22.5,27.2225,476.75,1072.75,0.00458963707613,1
22.0,18.1,334.75,460.0,0.0029523824100169,0
21.1,23.4725,0.0,539.5,0.0036274200490447,0
19.15,31.39,0.0,432.5,0.0043041789530202,0
19.5,27.0,24.0,423.333333333333,0.0037806334317097,0
20.7,24.5,0.0,473.25,0.0036945779980858,0
21.7225,20.525,502.75,815.75,0.0032934807741049,1
19.39,31.2,0.0,438.0,0.0043428361745283,0
21.0,32.4,444.0,1262.0,0.0049872129896152,1
20.0,25.0,0.0,438.5,0.0036099349418857,0
20.5666666666667,22.26,0.0,443.333333333333,0.0033273578053557,0
19.445,27.55,0.0,449.0,0.0038448670491455,0
20.29,18.79,0.0,441.0,0.0027585928591068,0
20.29,33.09,0.0,451.5,0.0048744534616992,0
23.29,25.79,566.0,900.142857142857,0.0045610677669552,1
21.7675,20.7925,471.5,846.75,0.003345873277168,1
21.5,24.125,0.0,621.5,0.0038220327015384,0
21.0,25.05,0.0,442.5,0.0038488537904606,0
21.6,19.29,537.0,653.0,0.0030711154517724,0
21.365,24.29,429.0,736.25,0.0038164433572026,1
19.1,31.0,18.5,432.0,0.0042370138558047,0
22.06,28.274,538.0,1190.4,0.0046413303225926,1
21.2,25.39,0.0,462.0,0.0039499489830239,0
20.1,21.2,0.0,441.0,0.0030776179310379,0
19.39,26.29,0.0,465.5,0.003655379799958,0
19.39,26.7,0.0,469.5,0.00371272675749,0
20.2675,19.2,151.75,459.6,0.0028151228796289,0
20.6,24.39,0.0,468.2,0.0036551605108782,0
22.3066666666667,27.39,569.833333333333,1061.5,0.0045637166788643,1
20.5,24.1,413.0,538.333333333333,0.0035891122332562,1
21.2,27.2,0.0,719.0,0.0042334490962075,0
23.14,28.956,444.0,1169.8,0.005078971703222,1
21.1,20.15,0.0,664.5,0.0031113953109648,0
21.5,26.0,0.0,493.0,0.0041210499692655,0
23.2,29.05,464.0,1171.0,0.0051142630350351,1
22.125,24.15,433.0,882.25,0.0039758646672312,1
20.39,22.5,0.0,435.0,0.0033267584676934,0
20.5,34.59,0.0,874.5,0.0051643149040099,0
22.1,38.73,447.0,1981.66666666667,0.0063910565930938,1
20.7,24.5,0.0,473.5,0.0036945779980858,0
19.2,31.125,14.0,439.0,0.0042810076981414,0
19.29,31.6,0.0,433.5,0.0043714124044013,0
20.0666666666667,24.29,0.0,441.0,0.0035214249833239,0
20.6,24.39,0.0,465.25,0.0036551605108782,0
21.34,25.7,0.0,480.0,0.0040331952510965,0
21.4175,24.315,455.25,785.5,0.003832782800254,1
20.245,22.9725,0.0,436.0,0.0033665370231708,0
19.7,30.2,72.75,425.5,0.004285038585908,0
21.1,32.845,454.0,1338.0,0.0050876855940504,1
19.39,26.7,0.0,471.0,0.00371272675749,0
20.6,19.295,0.0,434.5,0.0028880628033006,0
20.29,19.29,0.0,459.0,0.0028323329964149,0
20.6,20.79,0.0,454.5,0.0031129533273278,0
20.5,19.1,0.0,432.5,0.0028410819297929,0
20.0,18.7,0.0,437.5,0.0026962878914887,0
22.1,38.79,433.0,2000.0,0.0064010594243045,1
21.7,26.89,0.0,526.0,0.0043159356730849,0
22.1,38.845,447.0,2005.0,0.0064102289660042,1
20.73,22.79,0.0,449.0,0.0034416771363134,0
20.33,23.2,412.2,476.6,0.0034180664819794,1
19.79,19.29,0.0,440.0,0.0027455992636237,0
19.5,27.65,0.0,449.0,0.0038722152897374,0
20.575,22.2,0.0,443.25,0.0033200562856713,0
20.29,33.0,0.0,482.0,0.004861092042156,0
20.445,23.945,0.0,466.666666666667,0.0035537433404745,0
19.7,19.245,0.0,442.0,0.0027238409992396,0
21.3566666666667,24.29,436.333333333333,733.0,0.0038144824076594,1
21.0,26.1,0.0,612.0,0.0040112233891098,0
21.2,26.1,460.0,829.75,0.0040611256083473,1
20.1,18.89,0.0,439.5,0.0027407960440997,0
